proNo,proID,Lat,Lng,proType,Price_k,bedroom,bathroom,parking,age_md,income_md,local_Per,English_Per,rent_md,sch_rank,to_station,Time_train,Total_Time,supermarket,hospital,shopping_center,clinic,Formated_Address,Postal_Code,Locality,pro_type_no,pro_type_real,price_real,link,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
2558,113092211,-37.695676,144.882564,House,375,3,1,1,46,440,0.5,0.48,300,293,45,30,90,927,5000,860,262,"3 Stradishall Way, Tullamarine VIC 3043, Australia",3043,Tullamarine,1,House,375000,http://www.realestate.com.au/property-house-vic-tullamarine-113092211,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,5
2559,113092355,-37.690834,144.74747,House,450,4,2,2,35,638,0.68,0.61,274,414,36,34,69,2679,5000,4756,214,"23 Bedingham Dr, Hillside VIC 3037, Australia",3037,Hillside,1,House,450000,http://www.realestate.com.au/property-house-vic-hillside-113092355,1,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,,,,1,1,1,8
2560,113092619,-37.878748,144.992922,Apartment,479,2,1,1,33,901,0.6,0.72,300,252,8,18,25,1192,1149,2505,119,"7/195 Brighton Rd, Elwood VIC 3184, Australia",3184,Elwood,0,Apartment,479000,http://www.realestate.com.au/property-apartment-vic-elwood-113092619,,,,,,1,1,,,,,1,1,,,,,,1,1,,,,1,,,,,,,,,,,7
2561,113092631,-37.862269,144.995423,Apartment,545,2,1,1,35,968,0.58,0.72,341,252,11,16,27,599,870,1670,162,"1/117 Alma Rd, St Kilda East VIC 3183, Australia",3183,St Kilda East,0,Apartment,545000,http://www.realestate.com.au/property-apartment-vic-st+kilda+east-113092631,,,,,,,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,4
2562,113092679,-37.742825,145.0511566,Unit,380,2,1,2,33,459,0.61,0.58,130,361,21,36,57,2011,1441,1920,163,"14 Shelley St, Heidelberg Heights VIC 3081, Australia",3081,Heidelberg Heights,2,Unit,380000,http://www.realestate.com.au/property-unit-vic-heidelberg+heights-113092679,1,1,1,,,,,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,7
2563,113092811,-37.686539,145.119876,House,506,3,2,3,41,597,0.78,0.8,277,175,33,46,79,1422,3384,3719,834,"22 Oldstead Rd, Greensborough VIC 3088, Australia",3088,Greensborough,1,House,506000,http://www.realestate.com.au/property-house-vic-st+helena-113092811,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,5
2564,113093639,-37.7195937,144.9741596,Unit,200,2,1,1,29,436,0.55,0.42,236,426,18,27,45,1398,2062,1998,837,"11/10 Derby St, Fawkner VIC 3060, Australia",3060,Fawkner,2,Unit,200000,http://www.realestate.com.au/property-unit-vic-fawkner-113093639,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,2
2565,113094183,-37.763631,145.173767,House,660,3,2,2,33,657,0.61,0.56,426,287,45,28,90,462,2937,480,3960,"150/148 Andersons Creek Rd, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,Townhouse,660000,http://www.realestate.com.au/property-townhouse-vic-doncaster+east-113094183,1,1,,,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,8
2566,113094291,-37.813328,144.870827,House,632,2,2,2,38,702,0.73,0.75,311,319,27,15,42,1016,2594,1038,525,"24 Austin Cres W, Yarraville VIC 3013, Australia",3013,Yarraville,1,House,632000,http://www.realestate.com.au/property-house-vic-yarraville-113094291,1,1,,1,,,,,,,1,1,1,,,,,,,1,,1,,,,,,,,,,,,,8
2567,113094455,-37.952341,145.081422,Unit,220,1,1,1,37,559,0.67,0.74,249,316,45,40,90,2490,407,2529,1908,"20/10A Byng Ave, Heatherton VIC 3202, Australia",3202,Heatherton,2,Unit,219500,http://www.realestate.com.au/property-unit-vic-heatherton-113094455,1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,4
2568,113094823,-37.929819,145.043603,House,805,3,1,2,37,648,0.67,0.74,296,274,14,32,46,688,1032,3216,577,"30 McKittrick Rd, Bentleigh VIC 3204, Australia",3204,Bentleigh,1,House,805000,http://www.realestate.com.au/property-house-vic-bentleigh-113094823,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,3
2569,113094827,-37.951327,145.023921,House,756,3,1,2,37,731,0.75,0.84,430,411,26,32,57,699,687,2679,652,"24 Lansell Ave, Highett VIC 3190, Australia",3190,Highett,1,House,756000,http://www.realestate.com.au/property-house-vic-highett-113094827,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2570,113094927,-37.719636,145.018504,House,606,3,1,2,35,525,0.66,0.52,281,387,16,40,55,1002,1863,1025,657,"49 Tambo Ave, Reservoir VIC 3073, Australia",3073,Reservoir,1,House,606000,http://www.realestate.com.au/property-house-vic-reservoir-113094927,,1,,1,,1,,,,,1,1,1,,,1,,,,1,,1,,1,,,,,,,,,,,1
2571,113094943,-37.79745,144.979627,House,742,3,1,1,31,1212,0.58,0.75,508,457,19,18,37,167,485,442,33,"3/117 Argyle St, Fitzroy VIC 3065, Australia",3065,Fitzroy,1,Townhouse,742000,http://www.realestate.com.au/property-townhouse-vic-fitzroy-113094943,,1,,1,,1,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,,7
2572,113095031,-37.699032,145.089689,House,486,3,1,2,44,632,0.75,0.74,341,235,23,42,65,1113,713,1459,83,"49 Sellars St, Watsonia North VIC 3087, Australia",3087,Watsonia North,1,House,486250,http://www.realestate.com.au/property-house-vic-watsonia+north-113095031,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,6
2573,113095083,-37.860637,145.107145,Apartment,420,2,1,4,36,646,0.64,0.61,395,245,24,30,54,1381,1210,2479,1177,"4 Yertchuk Ave, Ashwood VIC 3147, Australia",3147,Ashwood,0,Apartment,420000,http://www.realestate.com.au/property-apartment-vic-ashwood-113095083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,113095219,-37.846736,145.146486,House,617,3,1,4,40,543,0.69,0.73,351,363,41,26,67,1699,1719,1296,1032,"32 Grange Rd, Blackburn South VIC 3130, Australia",3130,Blackburn South,1,House,617000,http://www.realestate.com.au/property-house-vic-blackburn+south-113095219,1,1,1,1,,,,,1,,1,1,,,,,1,,,,,,,,,,,1,,,,,,,9
2575,113095591,-37.7791973,144.8738791,Apartment,343,2,1,1,28,508,0.4,0.39,340,240,35,17,52,914,1812,235,147,"34/12 Crefden St, Maidstone VIC 3012, Australia",3012,Maidstone,0,Apartment,342500,http://www.realestate.com.au/property-apartment-vic-maidstone-113095591,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4
2576,113097527,-37.860431,145.193363,House,825,5,2,2,53,413,0.65,0.72,266,269,45,37,90,2684,3232,2961,799,"27 Mont Ct, Vermont South VIC 3133, Australia",3133,Vermont South,1,House,825000,http://www.realestate.com.au/property-house-vic-vermont+south-113097527,,,,,,,1,,,,,1,,1,1,,,,,1,1,1,,,,1,,,,,,,,,8
2577,113097551,-37.785875,144.894188,House,1140,4,3,2,32,913,0.57,0.48,460,423,34,70,90,1489,894,1230,856,"36 Skyline Dr, Maribyrnong VIC 3032, Australia",3032,Maribyrnong,1,House,1140000,http://www.realestate.com.au/property-house-vic-maribyrnong-113097551,1,1,,1,,,1,,,1,,1,,1,,1,,,1,1,,,,,,1,,,,,,,,,11
2578,113097591,-37.795329,144.905203,Apartment,339,2,1,1,35,385,0.44,0.44,104,423,10,10,20,900,1596,601,529,"7/43-45 Ballarat Rd, Footscray VIC 3011, Australia",3011,Footscray,0,Apartment,339000,http://www.realestate.com.au/property-apartment-vic-footscray-113097591,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,4
2579,113097803,-38.05333,145.125639,Unit,429,2,1,1,37,632,0.69,0.77,243,227,14,55,69,857,5000,2285,314,"63B Argyle Ave, Chelsea VIC 3196, Australia",3196,Chelsea,2,Unit,428500,http://www.realestate.com.au/property-unit-vic-chelsea-113097803,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,5
2580,113098371,-37.950416,145.039681,House,585,3,1,1,37,787,0.72,0.82,380,411,6,37,43,248,1830,1449,187,"74 Middleton St, Highett VIC 3190, Australia",3190,Highett,1,House,585000,http://www.realestate.com.au/property-house-vic-highett-113098371,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,5
2581,113098431,-37.771921,144.910729,House,1393,5,2,2,31,857,0.63,0.67,318,240,15,12,27,1045,141,1666,603,"150 The Parade, Ascot Vale VIC 3032, Australia",3032,Ascot Vale,1,House,1393000,http://www.realestate.com.au/property-house-vic-ascot+vale-113098431,1,,1,,,1,,,1,,,1,,1,,1,,,,1,,,,,,,,1,,,,1,1,1,12
2582,113098463,-37.730231,145.075222,Unit,520,3,2,2,41,589,0.76,0.8,355,188,12,39,50,2916,2861,579,469,"21/23 Braid Hill Rd, Macleod VIC 3085, Australia",3085,Macleod,2,Unit,520000,http://www.realestate.com.au/property-unit-vic-macleod-113098463,1,1,1,1,,,,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,8
2583,113099035,-38.066245,145.121098,Unit,312,2,1,1,38,794,0.67,0.71,420,227,5,57,62,1455,5000,2015,53,"438/437 Station St, Bonbeach VIC 3196, Australia",3196,Bonbeach,2,Unit,311500,http://www.realestate.com.au/property-unit-vic-bonbeach-113099035,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4
2584,113099079,-37.894396,145.006264,House,963,3,2,2,43,718,0.68,0.78,475,252,6,22,27,1067,693,3953,343,"3 Clonard Ave, Elsternwick VIC 3185, Australia",3185,Elsternwick,1,House,963000,http://www.realestate.com.au/property-house-vic-elsternwick-113099079,1,1,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,6
2585,113099379,-37.74436,144.786372,House,395,3,2,2,39,365,0.34,0.31,251,486,18,28,45,1215,3103,1043,704,"20 Grant St, St Albans VIC 3021, Australia",3021,St Albans,1,House,395000,http://www.realestate.com.au/property-house-vic-st+albans-113099379,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,2
2586,113100011,-37.790116,145.124822,Unit,620,2,1,1,36,391,0.44,0.34,345,155,44,22,66,494,2592,384,425,"1/79 Tram Rd, Manningham VIC 3108, Australia",3108,Manningham,2,Unit,620000,http://www.realestate.com.au/property-unit-vic-doncaster-113100011,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,2
2587,113100031,-37.880458,144.996234,House,715,2,1,1,31,889,0.62,0.7,330,252,9,20,29,1040,1346,2836,259,"11 Bell St, Ripponlea VIC 3185, Australia",3185,Ripponlea,1,House,715000,http://www.realestate.com.au/property-house-vic-ripponlea-113100031,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,4
2588,113100363,-37.920386,145.067411,House,627,3,1,2,38,594,0.7,0.72,410,274,42,24,66,1428,3360,2971,172,"9 Warwick St, Bentleigh East VIC 3165, Australia",3165,Bentleigh East,1,House,627000,http://www.realestate.com.au/property-house-vic-bentleigh+east-113100363,1,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,6
2589,113100379,-37.930254,145.057675,House,632,3,1,2,37,688,0.71,0.74,346,274,29,34,64,1746,2233,3074,610,"58 E Boundary Rd, Bentleigh East VIC 3165, Australia",3165,Bentleigh East,1,House,632000,http://www.realestate.com.au/property-house-vic-bentleigh+east-113100379,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4
2590,113100391,-37.911063,145.078431,House,606,2,1,1,37,588,0.65,0.58,331,394,25,26,50,1318,3826,1553,839,"2 Pell St, Bentleigh East VIC 3165, Australia",3165,Bentleigh East,1,House,606000,http://www.realestate.com.au/property-house-vic-bentleigh+east-113100391,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,3
2591,113100395,-37.906754,145.040772,Unit,745,3,2,2,40,548,0.63,0.68,366,600,6,27,34,1249,2632,2921,256,"18A Wheeler St, Ormond VIC 3204, Australia",3204,Ormond,2,Unit,745000,http://www.realestate.com.au/property-unit-vic-ormond-113100395,1,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,5
2592,113100407,-37.917714,145.049054,Unit,660,3,2,2,40,564,0.6,0.69,350,600,17,30,48,645,2212,3768,472,"3/20 Buckingham Ave, Bentleigh VIC 3204, Australia",3204,Bentleigh,2,Unit,660000,http://www.realestate.com.au/property-unit-vic-bentleigh-113100407,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3
2593,113100415,-37.930853,145.052924,House,950,5,2,2,40,582,0.67,0.78,395,274,24,34,58,1327,1811,2984,941,"9 Melball St, Bentleigh East VIC 3165, Australia",3165,Bentleigh East,1,House,950000,http://www.realestate.com.au/property-house-vic-bentleigh+east-113100415,1,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,1,6
2594,113100643,-37.771433,145.18146,House,1085,5,2,2,39,611,0.59,0.57,510,153,45,28,90,1525,2249,1542,3032,"7 Newlands Cres, Doncaster East VIC 3109, Australia",3109,Doncaster East,1,House,1085000,http://www.realestate.com.au/property-house-vic-doncaster+east-113100643,1,1,,,1,,,,,,,1,,1,,,,,,,,,,1,,1,,1,,,,,,,8
2595,113100671,-37.794894,144.909087,House,466,2,1,1,32,574,0.59,0.64,312,423,14,10,24,1199,1923,909,845,"23/2-4 Ballarat Rd, Footscray VIC 3011, Australia",3011,Footscray,1,Townhouse,466000,http://www.realestate.com.au/property-townhouse-vic-footscray-113100671,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2
2596,113100687,-37.794894,144.909087,House,455,2,1,1,32,574,0.59,0.64,312,423,14,10,24,1199,1923,909,845,"22/2-4 Ballarat Rd, Footscray VIC 3011, Australia",3011,Footscray,1,Townhouse,455000,http://www.realestate.com.au/property-townhouse-vic-footscray-113100687,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,3
2597,113100883,-37.816461,145.164478,House,1040,4,2,2,38,628,0.65,0.73,346,146,18,26,44,1153,276,1175,283,"4 Justina St, Blackburn VIC 3130, Australia",3130,Blackburn,1,House,1040000,http://www.realestate.com.au/property-house-vic-blackburn-113100883,1,1,,1,,,,,1,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,9
2598,113100891,-37.804794,145.116349,House,610,3,1,3,35,585,0.61,0.62,315,131,28,22,50,1548,940,1652,244,"1/6 Mitchell Rd, Mont Albert North VIC 3129, Australia",3129,Mont Albert North,1,House,610000,http://www.realestate.com.au/property-house-vic-mont+albert+north-113100891,1,1,1,1,,,,,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,8
2599,113100899,-37.885223,145.079786,House,810,3,1,2,37,525,0.65,0.65,386,245,17,24,40,402,3403,110,153,"8 Rangeview Ave, Malvern East VIC 3145, Australia",3145,Malvern East,1,House,810000,http://www.realestate.com.au/property-house-vic-malvern+east-113100899,1,1,1,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,1,,,,,,8
2600,113100919,-37.888956,145.007566,House,1510,4,3,2,39,883,0.71,0.86,508,252,11,20,30,468,1021,3370,373,"50 Shoobra Rd, Elsternwick VIC 3185, Australia",3185,Elsternwick,1,House,1728000,http://www.realestate.com.au/property-house-vic-elsternwick-113100919,,1,,1,,1,,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,,,,8
2601,113101563,-37.707754,145.021583,Unit,280,1,1,1,34,508,0.56,0.5,300,436,15,41,55,1477,2391,1951,1030,"6/8 Box St, Reservoir VIC 3073, Australia",3073,Reservoir,2,Unit,280000,http://www.realestate.com.au/property-unit-vic-reservoir-113101563,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,6
2602,113102111,-38.063563,145.117888,Unit,670,2,1,0,45,748,0.68,0.77,320,227,2,57,59,1097,5000,2338,438,"5/15 Harding Ave, Bonbeach VIC 3196, Australia",3196,Bonbeach,2,Unit,670000,http://www.realestate.com.au/property-unit-vic-bonbeach-113102111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,113102851,-37.923726,145.048244,House,730,2,1,2,37,625,0.64,0.72,408,274,18,32,51,757,1708,3803,395,"21 Hutchinson St, Bentleigh VIC 3204, Australia",3204,Bentleigh,1,House,730000,http://www.realestate.com.au/property-house-vic-bentleigh-113102851,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1
2604,113103067,-37.7703,145.162479,House,983,4,2,2,42,663,0.51,0.52,450,153,45,26,90,1003,2095,1094,3412,"23 Kensington Pl, Templestowe VIC 3106, Australia",3106,Templestowe,1,House,983000,http://www.realestate.com.au/property-house-vic-templestowe-113103067,1,1,,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,6
2605,113104587,-37.81172,145.208529,House,666,4,2,2,40,647,0.78,0.87,298,177,18,32,50,1243,1229,1234,558,"9 Rothwell Ct, Mitcham VIC 3132, Australia",3132,Mitcham,1,House,666000,http://www.realestate.com.au/property-house-vic-mitcham-113104587,,,,1,,,,,,,,1,,1,,1,,,,,,1,1,,,,,1,,,,,,,7
2606,113104591,-37.857167,145.177719,House,710,3,2,2,44,556,0.52,0.57,369,269,45,37,83,2280,3275,2266,264,"7 Minerva Cres, Vermont South VIC 3133, Australia",3133,Vermont South,1,House,710000,http://www.realestate.com.au/property-house-vic-vermont+south-113104591,1,1,1,1,,1,,,1,,,1,1,1,1,,1,,,,,,,,,1,,1,,,,,,1,14
2607,113104599,-37.837912,145.206248,House,835,4,2,2,41,560,0.72,0.76,320,128,34,32,67,1919,1547,1586,840,"6 Beddoe Rd, Vermont VIC 3133, Australia",3133,Vermont,1,House,835000,http://www.realestate.com.au/property-house-vic-vermont-113104599,1,1,,1,,,,1,1,,,1,1,1,,,1,,,,,,1,,,1,,,,,,,,,11
2608,113104607,-37.844152,145.203387,House,702,3,2,1,39,679,0.65,0.71,355,128,45,32,77,1830,2204,2054,699,"21 Beleura Ave, Vermont VIC 3133, Australia",3133,Vermont,1,House,702000,http://www.realestate.com.au/property-house-vic-vermont-113104607,1,1,1,1,,1,,,1,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,11
2609,113104699,-37.97093,145.157533,Unit,322,3,1,1,33,402,0.42,0.3,275,490,30,38,67,1501,3114,2313,739,"8/99A Athol Rd, Springvale South VIC 3172, Australia",3172,Springvale South,2,Unit,322000,http://www.realestate.com.au/property-unit-vic-springvale+south-113104699,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4
2610,113104807,-37.85437,144.980525,Apartment,1060,2,2,2,30,1101,0.41,0.62,461,24,15,14,28,601,583,873,344,"83 Queens Rd, Melbourne VIC 3004, Australia",3004,Melbourne,0,Apartment,1060000,http://www.realestate.com.au/property-apartment-vic-melbourne-113104807,,,,,,,1,,1,,,1,1,1,,,,1,1,,,1,1,,,,,,,,,,,,9
2611,113104915,-37.980004,145.022941,Unit,570,2,1,1,46,702,0.74,0.93,390,411,45,32,82,3428,592,3269,288,"4/26 Third St, Black Rock VIC 3193, Australia",3193,Black Rock,2,Unit,570000,http://www.realestate.com.au/property-unit-vic-black+rock-113104915,1,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,4
2612,113105523,-37.740417,144.801697,House,623,3,1,3,36,340,0.27,0.21,225,414,7,28,34,492,2487,2418,126,"92 Alfrieda St, St Albans VIC 3021, Australia",3021,St Albans,1,House,623000,http://www.realestate.com.au/property-house-vic-st+albans-113105523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2613,113105819,-37.88393,145.011886,House,1510,4,2,3,34,976,0.72,0.8,400,225,14,20,34,464,1442,2696,160,"15 Edward St, Elsternwick VIC 3185, Australia",3185,Elsternwick,1,House,1602000,http://www.realestate.com.au/property-house-vic-elsternwick-113105819,1,1,,1,,1,,,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,8
2614,113106159,-37.984053,145.079845,House,345,1,1,1,40,636,0.71,0.78,280,311,17,45,62,251,200,240,536,"5/28-30 Olive Grove, Parkdale VIC 3195, Australia",3195,Parkdale,1,Townhouse,345000,http://www.realestate.com.au/property-townhouse-vic-parkdale-113106159,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,5
2615,113106923,-37.698609,145.063838,House,475,3,1,2,38,468,0.66,0.69,312,360,35,42,77,539,822,816,187,"20 Cameron Parade, Bundoora VIC 3083, Australia",3083,Bundoora,1,House,475000,http://www.realestate.com.au/property-house-vic-bundoora-113106923,1,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,4
2616,113106987,-37.757839,144.930633,House,625,3,2,2,38,815,0.72,0.75,315,124,26,21,47,1111,1177,2980,609,"6/2 Kendall St, Essendon VIC 3040, Australia",3040,Essendon,1,Townhouse,625000,http://www.realestate.com.au/property-townhouse-vic-essendon-113106987,1,1,,1,,1,1,,1,1,1,,1,1,,,,,,1,,,,1,,,,,,,,,,,12
2617,113107031,-37.92121,145.197982,House,425,2,1,1,39,643,0.56,0.53,271,349,45,41,90,1272,2285,1529,1328,"2/40 Tourmaline Cres, Wheelers Hill VIC 3150, Australia",3150,Wheelers Hill,1,Townhouse,425000,http://www.realestate.com.au/property-townhouse-vic-wheelers+hill-113107031,1,1,1,1,,,,,1,,1,1,,1,,1,,,,,,,,,,,,1,,,,,,,1
2618,113107287,-37.887805,144.772674,House,510,4,3,2,32,976,0.55,0.63,390,600,45,29,74,1892,5000,1716,1083,"15 Half Moon Terrace, Point Cook VIC 3030, Australia",3030,Point Cook,1,House,510000,http://www.realestate.com.au/property-house-vic-sanctuary+lakes-113107287,1,1,,1,,1,1,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,8
2619,113108507,-37.746236,144.814526,House,345,3,1,0,37,335,0.33,0.21,249,234,17,28,44,1131,1508,3316,55,"235 Main Rd E, St Albans VIC 3021, Australia",3021,St Albans,1,House,345000,http://www.realestate.com.au/property-house-vic-st+albans-113108507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,113109039,-37.876601,145.094118,House,707,3,1,4,29,357,0.33,0.33,330,245,7,28,34,1136,2199,1311,541,"22 Collins St, Chadstone VIC 3148, Australia",3148,Chadstone,1,House,707000,http://www.realestate.com.au/property-house-vic-chadstone-113109039,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,3
2621,113109871,-37.716466,144.932416,House,720,2,1,3,34,668,0.62,0.65,340,363,14,26,40,1828,4823,2060,405,"7 Rhodes Parade, Pascoe Vale VIC 3044, Australia",3044,Pascoe Vale,1,House,720000,http://www.realestate.com.au/property-house-vic-pascoe+vale-113109871,,,,,,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,4
2622,113110955,-37.795663,144.822494,House,415,3,1,2,37,386,0.51,0.45,260,423,24,20,44,1510,3915,2725,627,"30 Moira St, Sunshine VIC 3020, Australia",3020,Sunshine,1,House,415000,http://www.realestate.com.au/property-house-vic-sunshine-113110955,1,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,5
2623,113110995,-37.796818,144.891971,House,400,2,1,0,46,352,0.45,0.45,110,423,12,13,25,675,640,749,358,"94 Commercial Rd, Footscray VIC 3011, Australia",3011,Footscray,1,House,400000,http://www.realestate.com.au/property-house-vic-footscray-113110995,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1,1,6
2624,113112007,-37.784706,145.252471,House,715,5,4,4,40,685,0.84,0.91,730,600,45,38,88,1427,2511,2606,747,"2 Bebington Cl, Ringwood VIC 3134, Australia",3134,Ringwood,1,House,715000,http://www.realestate.com.au/property-house-vic-ringwood-113112007,1,1,,1,,,1,,1,,,1,1,1,1,1,1,,,,,,1,,,,,1,,,,,,,13
2625,113112671,-37.740514,144.95599,House,510,3,1,3,36,610,0.7,0.64,330,272,10,23,33,734,1568,3922,94,"209 Bell St, Coburg VIC 3058, Australia",3058,Coburg,1,House,510000,http://www.realestate.com.au/property-house-vic-coburg-113112671,1,1,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,5
2626,113112859,-37.830248,144.873469,Unit,400,2,1,1,35,802,0.67,0.68,277,319,18,18,36,1642,3496,1650,153,"4/40 Watt St, South Kingsville VIC 3015, Australia",3015,South Kingsville,2,Unit,400000,http://www.realestate.com.au/property-unit-vic-south+kingsville-113112859,1,1,,,1,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,7
2627,113113907,-37.742823,144.773213,House,310,3,1,1,35,370,0.44,0.34,268,486,32,28,59,923,4190,896,1851,"37 Dover St, Albanvale VIC 3021, Australia",3021,Albanvale,1,House,310000,http://www.realestate.com.au/property-house-vic-albanvale-113113907,1,,1,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,1,7
2628,113113987,-37.931663,145.203304,House,530,3,2,2,41,602,0.55,0.52,410,396,45,41,90,1222,1091,1264,1896,"12 Cicada Ct, Mulgrave VIC 3170, Australia",3170,Mulgrave,1,House,530000,http://www.realestate.com.au/property-house-vic-mulgrave-113113987,1,1,1,1,,,,,,,1,1,,1,,,,,,,,,,1,,,,,,,,,,,8
2629,113114291,-37.735612,144.942329,House,385,2,2,2,41,573,0.58,0.48,270,124,19,23,42,2044,2552,4155,409,"3/275 O Hea St, Pascoe Vale South VIC 3044, Australia",3044,Pascoe Vale South,1,Townhouse,385000,http://www.realestate.com.au/property-townhouse-vic-pascoe+vale+south-113114291,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,5
2630,113114627,-37.79204,144.926138,House,1283,4,2,1,33,906,0.71,0.81,400,600,6,9,15,517,1355,712,171,"46 Epsom Rd, Kensington VIC 3031, Australia",3031,Kensington,1,House,1282500,http://www.realestate.com.au/property-house-vic-kensington-113114627,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,3
2631,113114715,-37.970102,145.01757,House,710,3,1,1,44,744,0.71,0.85,254,411,34,32,66,2613,657,3380,12,"1st/104 Bluff Rd, Black Rock VIC 3193, Australia",3193,Black Rock,1,Townhouse,710000,http://www.realestate.com.au/property-townhouse-vic-black+rock-113114715,1,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,5
